ID,Wiek,Płeć,Miasto,Liczba_Dzieci,Przychód,Czy_Aktywny,Data_Rejestracji,Opis
8125,46,K,Poznań,3,3624.57,True,2020-12-19,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8126,41,K,Warszawa,4,6494.26,True,2021-09-02,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8127,36,K,nan,2,3320.93,False,2022-08-13,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8128,19,M,Warszawa,2,6724.17,True,2023-04-14,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8129,33,K,nan,3,5693.52,False,2022-10-15,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8130,47,M,Wrocław,4,5545.8,True,2023-03-07,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8131,23,M,Katowice,2,4736.98,True,2023-09-18,
8132,43,M,Kraków,2,8253.93,True,2020-09-19,
8133,31,K,Kraków,1,5159.98,True,2022-01-21,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8134,36,K,Wrocław,1,4847.82,True,2021-06-17,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8135,41,K,Gdańsk,0,4972.03,True,2022-11-16,nan
8136,40,M,Kraków,0,7493.59,True,2020-08-16,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8137,33,M,Wrocław,3,2596.88,True,2022-08-13,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8138,18,M,Katowice,3,2694.53,False,2021-08-22,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8139,37,K,Warszawa,2,7991.47,False,2021-05-09,nan
8140,34,K,Katowice,2,4635.88,True,2021-07-25,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8141,23,M,Warszawa,3,4382.88,True,2021-10-11,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8142,32,K,Poznań,4,188.5,True,2022-07-01,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8143,22,M,Katowice,4,3359.95,True,2022-06-26,
8144,44,M,Warszawa,0,8215.06,True,2022-06-19,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8145,38,K,Warszawa,1,4817.61,True,2021-12-18,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8146,18,M,Warszawa,2,6331.64,True,2023-06-20,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8147,23,K,nan,0,1938.9,True,2021-07-18,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8148,30,K,Kraków,1,6037.31,False,2022-06-16,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
8149,42,K,Poznań,1,4542.26,True,2022-10-08,
8150,41,K,nan,3,8614.48,True,2021-08-05,
8151,40,K,Kraków,3,4962.51,True,2021-02-28,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
8152,36,M,nan,1,6264.66,True,2022-07-16,
8153,22,M,Poznań,3,2348.75,True,2023-07-28,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8154,33,M,nan,2,4233.96,False,2022-02-11,nan
8155,40,M,Kraków,4,4129.96,True,2022-11-16,nan
8156,40,M,nan,0,4800.45,True,2023-09-06,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8157,21,K,Wrocław,2,3076.27,False,2022-10-17,
8158,35,K,Warszawa,1,4722.04,True,2023-10-07,
8159,30,M,Gdańsk,3,8437.3,True,2023-12-18,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
8160,55,K,Poznań,4,4911.6,True,2022-05-18,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8161,37,K,Kraków,0,3659.76,True,2021-07-27,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8162,48,M,nan,1,5479.04,True,2022-07-04,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8163,41,M,Gdańsk,3,3510.85,True,2023-09-28,
8164,42,M,Kraków,1,2361.16,False,2023-01-01,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8165,21,K,Gdańsk,4,6211.89,True,2020-10-02,
8166,39,M,Poznań,4,4867.25,False,2022-09-30,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
8167,32,M,Katowice,4,5080.77,True,2022-06-08,nan
8168,26,M,Wrocław,2,6156.15,True,2022-11-19,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
8169,43,M,Warszawa,0,4312.29,True,2022-09-11,
8170,37,K,nan,0,3989.7,True,2023-01-31,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8171,48,M,Kraków,0,4434.16,True,2021-09-07,nan
8172,38,M,Katowice,4,3976.08,True,2022-05-10,nan
8173,29,K,Wrocław,0,3444.05,False,2023-06-23,nan
8174,28,M,Gdańsk,0,2919.2,True,2021-12-03,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8175,66,K,Katowice,1,6646.94,False,2023-08-27,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
8176,20,M,Gdańsk,4,5090.48,True,2020-05-28,nan
8177,31,M,nan,3,2860.68,True,2023-12-12,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
8178,29,K,Kraków,1,6187.06,False,2020-03-19,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8179,23,M,Gdańsk,1,5563.7,True,2021-08-04,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8180,32,K,nan,4,2548.95,False,2020-07-22,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
8181,44,M,Katowice,2,918.51,True,2021-09-15,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8182,19,K,Warszawa,1,4909.83,True,2023-06-12,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8183,42,M,Katowice,0,8146.9,False,2022-09-17,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8184,18,M,Gdańsk,2,5262.38,True,2020-04-14,
8185,49,K,Katowice,2,4624.48,False,2020-08-31,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8186,26,K,Warszawa,3,5353.79,True,2021-07-28,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
8187,42,K,nan,3,5304.21,False,2020-07-22,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8188,34,K,Katowice,2,2569.09,True,2020-10-20,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8189,41,K,Poznań,2,8456.44,True,2022-09-06,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8190,34,M,Wrocław,4,5294.2,True,2020-05-04,
8191,44,M,Warszawa,3,4533.62,False,2020-11-22,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8192,30,K,nan,0,5397.57,True,2023-12-17,
8193,32,M,nan,0,3337.71,False,2022-07-10,
8194,37,M,nan,2,4249.81,True,2022-10-20,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8195,35,M,Gdańsk,2,3835.44,True,2021-01-12,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8196,39,M,Kraków,4,6601.28,True,2021-07-23,nan
8197,40,M,Poznań,4,2739.37,True,2022-12-20,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
8198,21,M,Gdańsk,4,9577.18,True,2022-06-06,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8199,35,M,Warszawa,1,9458.4,False,2023-03-01,
8200,40,K,Poznań,2,6799.21,True,2020-06-02,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8201,37,K,nan,1,7122.44,True,2023-09-12,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
8202,22,K,Kraków,0,7990.48,True,2022-03-07,
8203,31,K,Poznań,0,3532.36,False,2021-09-07,
8204,60,M,Gdańsk,4,3029.83,True,2023-05-01,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8205,33,K,Warszawa,3,3086.85,True,2021-10-02,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8206,33,K,Kraków,2,6357.81,True,2022-03-08,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8207,28,M,Kraków,4,3085.33,True,2023-02-22,nan
8208,26,K,Wrocław,0,6379.14,True,2022-03-03,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8209,36,K,Gdańsk,0,5472.35,True,2021-02-24,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8210,36,M,Gdańsk,4,2079.32,True,2023-08-24,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8211,49,K,Warszawa,0,8213.85,True,2021-06-27,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8212,23,K,Katowice,4,5634.66,False,2023-08-18,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8213,24,M,nan,3,5056.69,True,2022-11-24,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
8214,31,K,Warszawa,0,4545.79,True,2023-04-01,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8215,43,K,Katowice,3,7281.82,True,2021-09-15,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8216,49,K,Poznań,4,5953.92,False,2023-08-02,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8217,40,M,Katowice,3,5409.3,True,2022-09-29,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8218,26,M,Kraków,0,1878.28,False,2020-08-05,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8219,33,M,Katowice,2,2867.8,False,2021-11-10,
8220,33,K,Wrocław,4,4993.87,True,2021-09-07,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
8221,26,M,Kraków,1,5674.03,True,2020-03-15,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8222,53,M,Warszawa,1,7708.02,False,2023-12-26,nan
8223,52,K,nan,1,7146.5,True,2022-04-29,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8224,18,K,nan,2,5097.17,False,2022-04-13,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8225,36,K,Wrocław,2,4656.31,True,2022-04-23,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8226,38,K,Kraków,3,6406.11,True,2020-11-12,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8227,27,M,Gdańsk,0,5505.95,False,2022-06-19,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8228,28,K,Kraków,4,4779.2,True,2022-02-16,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8229,32,K,nan,0,2084.82,True,2020-11-04,
8230,35,K,Katowice,2,1407.85,True,2023-12-18,
8231,36,M,Katowice,1,4702.24,True,2022-10-02,
8232,33,M,Katowice,4,2750.84,True,2022-11-04,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8233,57,K,Poznań,0,6022.6,False,2021-02-09,
8234,21,M,Kraków,2,8938.47,True,2023-04-05,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
8235,31,M,Kraków,0,4135.66,True,2021-12-30,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8236,21,K,Katowice,1,6229.29,True,2022-02-11,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8237,33,K,nan,4,4171.52,True,2020-05-29,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8238,18,M,nan,1,5495.94,True,2023-05-17,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8239,37,M,Warszawa,3,1825.43,True,2020-02-22,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8240,37,K,nan,0,7505.58,True,2020-11-16,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8241,48,K,Wrocław,2,5960.05,True,2020-11-09,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
8242,18,M,Warszawa,3,3812.69,False,2021-05-11,
8243,48,M,Kraków,0,8878.23,True,2022-04-21,
8244,26,M,Katowice,4,1585.65,True,2022-03-18,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8245,18,K,Katowice,2,8986.84,True,2020-05-06,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8246,18,M,Warszawa,3,7770.05,True,2022-06-28,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8247,35,M,Katowice,4,5022.96,True,2022-05-10,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8248,25,K,Warszawa,3,3917.13,True,2021-05-18,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8249,19,K,Poznań,3,4211.9,True,2023-10-28,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8250,40,M,Kraków,3,7210.49,False,2021-10-04,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8251,57,K,nan,2,3809.89,False,2022-01-07,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8252,28,M,Wrocław,4,5093.82,False,2021-05-09,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8253,46,K,Kraków,0,8364.56,True,2021-04-11,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8254,33,K,nan,1,5871.53,False,2023-01-16,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8255,34,M,Kraków,3,6708.9,True,2020-08-10,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8256,37,M,Wrocław,3,100.0,True,2023-10-27,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
8257,37,K,nan,4,3303.86,False,2021-05-19,
8258,21,K,Poznań,2,5100.56,True,2022-05-31,
8259,40,K,Warszawa,2,9140.73,False,2022-09-17,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8260,37,K,nan,2,6428.0,True,2023-09-05,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8261,42,K,Wrocław,2,1633.88,True,2020-10-10,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8262,26,K,nan,2,4751.68,False,2020-08-26,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8263,36,K,nan,0,7310.62,True,2022-10-24,nan
8264,21,K,nan,4,4732.94,True,2023-07-02,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8265,41,K,nan,4,2143.5,True,2022-12-18,
8266,24,K,Wrocław,4,2055.77,False,2023-09-27,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8267,47,M,Poznań,2,2311.62,True,2023-05-22,nan
8268,18,M,Warszawa,4,8707.77,False,2021-02-21,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8269,37,K,Warszawa,0,502.69,True,2023-07-06,
8270,32,K,Warszawa,4,7899.55,True,2022-04-12,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8271,39,K,Gdańsk,2,6458.59,True,2020-04-29,
8272,47,M,nan,3,3754.75,True,2022-03-04,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8273,36,K,Warszawa,1,1917.14,False,2023-03-09,
8274,35,K,Kraków,2,4410.78,True,2023-07-22,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8275,36,K,Warszawa,1,21849.45,True,2020-06-27,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
8276,42,K,Warszawa,3,1769.66,True,2021-12-11,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8277,19,M,nan,0,8556.36,True,2021-12-12,
8278,21,K,Kraków,0,2996.84,True,2022-10-11,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
8279,44,M,Kraków,1,4508.53,True,2021-09-06,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8280,39,M,nan,1,3229.2,True,2022-08-26,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
8281,21,K,Warszawa,3,6460.64,True,2021-04-29,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8282,35,M,Wrocław,3,7698.7,False,2020-08-30,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
8283,24,K,Kraków,1,1725.73,True,2021-10-29,nan
8284,18,K,nan,1,5130.83,True,2021-12-20,nan
8285,29,M,nan,2,7479.93,True,2020-02-06,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8286,33,M,Gdańsk,2,3396.64,True,2021-09-28,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8287,22,M,nan,4,7739.06,False,2022-08-10,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8288,18,M,Poznań,3,6502.19,True,2020-11-20,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8289,26,M,nan,3,7175.18,False,2023-01-19,nan
8290,41,K,Gdańsk,4,6439.34,True,2022-11-14,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8291,23,M,Gdańsk,2,4564.56,True,2020-07-09,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8292,34,M,Warszawa,3,6528.92,True,2022-11-24,
8293,48,K,Gdańsk,0,4251.76,False,2020-03-03,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8294,40,K,nan,3,4328.7,True,2021-07-09,nan
8295,43,K,Kraków,2,5772.59,True,2020-08-24,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8296,36,K,Warszawa,1,1786.83,True,2021-05-16,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8297,38,M,nan,0,4219.65,False,2021-01-13,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8298,45,K,Poznań,0,4133.1,True,2020-04-12,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8299,38,M,Katowice,0,4296.36,True,2023-02-01,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8300,47,M,Warszawa,1,5338.19,True,2023-06-22,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8301,39,K,nan,2,8650.65,True,2021-03-21,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8302,49,M,Kraków,4,100.0,False,2023-02-02,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8303,31,M,Kraków,2,6669.39,False,2022-12-10,
8304,48,M,nan,1,5124.68,False,2023-08-31,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8305,40,M,nan,0,2681.52,True,2021-03-25,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
8306,21,K,Katowice,4,3887.85,False,2020-04-10,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8307,38,M,Poznań,0,9123.0,False,2020-04-03,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8308,44,M,Katowice,4,5704.17,False,2022-01-27,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
8309,38,K,Gdańsk,3,9186.71,True,2020-08-08,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
8310,39,M,Katowice,3,2768.8,False,2021-10-07,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8311,39,K,Warszawa,2,6758.39,True,2021-07-13,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8312,53,M,nan,2,8102.63,True,2023-06-14,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8313,50,M,Katowice,0,3346.99,True,2021-01-11,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8314,37,K,Warszawa,2,4908.75,True,2020-08-26,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8315,42,M,nan,1,7065.8,False,2022-08-19,nan
8316,36,M,Poznań,0,3860.92,False,2022-03-17,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
8317,50,K,Gdańsk,2,6322.03,True,2020-03-12,nan
8318,44,K,nan,2,4802.35,True,2023-09-16,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8319,35,K,nan,4,1769.38,False,2022-09-27,
8320,51,M,Wrocław,4,5063.82,True,2021-09-02,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8321,53,K,Wrocław,4,7437.56,True,2023-12-05,
8322,54,M,Wrocław,3,7482.74,True,2021-09-11,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8323,38,M,nan,3,4337.64,True,2021-01-08,
8324,18,M,nan,0,4560.68,True,2021-04-02,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
8325,23,K,Warszawa,4,3569.67,True,2020-07-19,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8326,38,M,nan,2,5217.44,True,2023-09-07,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8327,32,M,Gdańsk,0,2998.36,False,2023-09-27,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
8328,19,K,Warszawa,1,7217.4,True,2022-03-02,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8329,19,K,Poznań,2,2340.1,True,2022-05-06,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8330,36,K,Gdańsk,1,6053.44,True,2021-01-07,nan
8331,58,M,Warszawa,0,100.0,False,2023-07-05,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8332,45,M,Gdańsk,2,7096.56,True,2022-08-17,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8333,30,M,Katowice,0,4335.04,False,2022-05-06,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8334,43,K,Warszawa,3,4968.5,True,2021-12-04,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
8335,27,K,Warszawa,0,1567.95,True,2020-07-19,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
8336,36,M,nan,4,3866.84,True,2022-06-16,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8337,31,K,nan,4,5952.36,True,2023-05-28,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8338,30,K,Kraków,2,3911.37,False,2021-12-08,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8339,51,M,nan,2,8599.08,True,2021-10-24,
8340,40,K,nan,2,6817.37,False,2023-12-15,
8341,48,K,Poznań,4,4183.17,True,2023-03-29,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8342,38,M,Katowice,4,3984.38,True,2022-11-27,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8343,43,M,Poznań,1,5812.5,False,2022-08-31,
8344,38,K,nan,2,4854.57,True,2020-03-08,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8345,42,M,nan,1,5538.29,False,2022-07-03,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8346,24,K,Warszawa,1,6668.53,True,2020-05-23,
8347,23,K,Wrocław,3,9498.49,True,2021-01-20,
8348,37,M,Warszawa,0,4458.02,True,2020-03-03,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8349,44,M,Warszawa,1,2780.28,True,2023-05-05,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8350,31,K,nan,1,7145.88,True,2020-11-30,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
8351,39,M,Warszawa,1,4533.38,False,2021-01-31,nan
8352,29,M,Katowice,4,5912.39,True,2023-07-23,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
8353,30,K,nan,0,7587.41,True,2020-06-28,nan
8354,34,M,Gdańsk,0,5383.41,True,2023-12-21,
8355,26,M,Warszawa,3,809.42,False,2020-07-11,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8356,31,K,Kraków,0,5578.37,True,2022-04-21,
8357,46,M,nan,3,21470.4,False,2023-12-14,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8358,37,K,Katowice,4,3976.61,False,2021-01-12,nan
8359,30,K,nan,3,7546.05,True,2021-07-25,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
8360,32,K,nan,1,582.91,True,2021-10-12,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
8361,27,M,Warszawa,2,5497.81,True,2020-10-02,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
